상품명,가격,배송비,url
아이폰 16프로 티타늄 256GB 미개봉 새제품,"944,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=FzBRFdrbtGZ%2BlibWueNRtf%2F%2F%2Fw%3D%3DsIx7cR89pymXnYS%2BYh8pcTaoodMDBjm4qEf6rcT%2FiJ2hyoYErd7Wx1dfdVO6hh7qVCyB%2FHoxWLz2ZObd13WSrfsKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojWepE%2BC3XPUi4bwe%2B6A28OZyc5HtxS5hSFJfUgnF%2F6MKz7xM%2FbRzMnUeox4iL%2BtiByaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF2jbc681x%2B%2F3gmeGvmvSMAY0CJDJlVzUv6Hh7a9pJH55RKy3LoYl2rVajvOxbF9h7C54J8UO7LDGXdPU9Do8oyMXmq0wb8nQ9S1CNyVqQgAyJ08tsPmcC2%2BzmehJc2Ugg4nsQ0QOuLBXgoe51BLlILfK98KaIZa4VBE0V5wqYGSTlL5lit6B2eXe%2BNXAwrOVCqQoF9qinDJPXbCsr3rbDZdVDcn730RNf8y0MSNUKFNzqhc%2Be64dvjtVLOvhQQ6Y9prGXnu9PuA%2FlmExwPAOAEfnMv1uC78oXvlpy1cm2BosO0fDzkeyJ6VkbPpjAtUYZ6Uz9dDVC3n1ymH4UN%2F6MJRnmpJgV7U1SrQcUEXaWI6BqZJxJcIa9CZKLakeQ0dNIqaLOzDnuIBJNJ2I15WfoudaOYTaZ6yBYwbHOFt5YFoLNOf4i9zFrBXE2548%2F2S161%2FDmz4Rie0ig2NSH19lkcFciwXB0ncA1P6X1fm9FDTeLsDUmW4VCm9XFfJSsbL9TfHICEQpPL7Rm%2B2fyhjEhHR&nvMid=88900069890&catId=50001519
아이폰 17 프로 맥스 256GB [자급제],"최저1,990,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=KKefpfhQDK2%2BxhBXncvgC%2F%2F%2F%2Fw%3D%3DsXNXzkRHrlQhyZjTGJzmnHouMY0tt3%2FuiPvMQXYk%2FO6jxTAJR5s3V3RheLYZrm3hTuCeMOMqinwXPF8ORpr6QL2g6HabDTRx466CGciRiUnFBZuMfzSBinsMMtj7lqMfUEfgrM5HQzlTMQ9S1ZukRB54Qz6BmkUWnhlyhzEn3pxv5pu%2F3%2FpQ545OibOGRoXWV334rL%2BbR36BhYe0R%2FrUmjkI1yUrC8vID%2FKz%2F8c89qMtms9RCoKlVZCNzx3cZe45SY2ZxuAuvSW7ZwIsaDJftz694IFlqpi2PXO88uXmhtpEbvXdPY6%2Bs7K1BRmZuM%2F2sIYcO%2BwZChQd38bYTPmzUgD9rXyqENDUD8omnd%2BAEOivf3Vb8LXDlJWzaxi1N0VJ6s9JPgZxnuTycCixel%2FMAaFC8IvS%2BNPsEPJ7D6mlNi%2F5xE2%2BaQKQZMQadDGOBAZIq3gWN6W2GagqosRobjYedgBGJfVGaCStGMucxBS5Jw3XDlLc067aV0j95VySDsDgc7ou62Hl0mxddHx6BWeRVhofmXvphSlpgwH1Elgz8sMQulMSXmodDptJZCDmbU%2FWS8S21Oey7jc5pxS8BquOSqHtLHr%2FsBM4XbH4PxeMBLUYTpZg5EVTS5Py3%2Bhw6Wfm09SbZ8hVfDg%2BwZ4LZfMdELzxUYkhCeArR3aSSgJUuCJKsLQIR%2BmBzkSZJSb0JakqhUIkgLX2iQa3jAy84fXIyBQ1q4RxHKdKf%2Fyis4rudz3Q13%2Fc5fu8YswtB2dOCOcG0SLm71B3uxP5P9UfcoWJiZ1aFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=56666180942&catId=50001519
해외아이폰 17 프로 iPhone17 Pro 홍콩판 듀얼심 무음카메라 자급제 256GB,"1,897,000원","배송비100,000원",https://cr.shopping.naver.com/adcr?x=rrtdVW2CUqsuyuWsGNDR3v%2F%2F%2Fw%3D%3DsPhPUPelJlaOKk74RPtTmrLEu89ov9CePWalHJxfyItRyoYErd7Wx1dfdVO6hh7qV9AVovcafJduOovDjQNdmAsKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojWepE%2BC3XPUi4bwe%2B6A28OZyc5HtxS5hSFJfUgnF%2F6MKz7xM%2FbRzMnUeox4iL%2BtiByaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF3SrtY3h3g1cP6zwAi5o19b0CJDJlVzUv6Hh7a9pJH55RKy3LoYl2rVajvOxbF9h7C54J8UO7LDGXdPU9Do8oyMXmq0wb8nQ9S1CNyVqQgAyI5n%2Ffo7FwheiAhiYaZFzfQACZ2lsf%2FOwxQQD6aivMQmzjjcPhnQ4aXZmKCZFjijQh%2FdtBz8mmlCkJPNgK2vw%2BGRf1dGzLm8D7yYG4pH4hQy3SCAsfE%2By9DKw4IplSG4NV%2Bxpu%2FKx8EJJQ288TPJFYALyaYsvPVjjYsLT0gJ%2F91hWigJFOpCz8EkjIT8tNKpO1FfYAQmtmEw%2FTpJZffad%2BmDG%2B0%2FXgLiEWMxjslPOn1vNx1%2Fqg3kCiPosxAQAjb5PinrJRG%2F78G%2F9NYC2KozQnPax1Q6FtxeyQykuwx96wJ9uG6CYNKpBIBSNXxvNnFYyIua4fJ%2FQhdmlF1FfnDEht4RyYi%2FqtRPH5hHiLpVYZa5KYTOF5KsHq%2BigGAc1pAeZ0F7yV69NiDpI7pg6s%2F8v3mRFLkWBxSK0bCXtXWa3rLzPXlyA5dnGOZXx9l0x0t0Bs2OqH9l6YII5ugOGfB4CYY%3D&nvMid=89923435612&catId=50001519
Apple 아이폰 12 mini 자급제  화이트  64GB,"348,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=2Xb5GtNRh5nxz%2FmCQvlme%2F%2F%2F%2Fw%3D%3DsmOjlHWTh47Lw15ft%2BpHyd80WRMJkr%2F7KfGFNsq9OsxzxTAJR5s3V3RheLYZrm3hTS7rbYp0Ovz0gi65oCC8M4Gg6HabDTRx466CGciRiUnFBZuMfzSBinsMMtj7lqMfUEfgrM5HQzlTMQ9S1ZukRB54Qz6BmkUWnhlyhzEn3pxv5pu%2F3%2FpQ545OibOGRoXWVHNZtQ%2FiGx%2BQOIyH96Kmut2E6W4nW1ZBCJdFOCy3XN8wlaToL0ghSmUdGhrZMUHbDhsxCoSeBQNhekFZM3i0X%2B%2FEzggOzlmu%2FowE4agagGR4DNJCSxh%2BPZFE7POwgP2yiZUKBHo0uiC0mnrhTBHdY1wd3IHWUSIY5fBNr6HsuaNudUJQO7xBJ4ScUU6ua0IVFG713T2OvrOytQUZmbjP9rCGHDvsGQoUHd%2FG2Ez5s1IA%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSeoEA%2BB1K%2F76cwPo6ecNRlQrMG0xAK9cFbztp9AIDgfdSBopcmijOZJ%2FnY3%2BRYwO1XlU7JDrSxJ3iSb5oVLPIDV2OgG8wFzKa0ntzRCXv%2BBJre4PQ%2BEyBF1eXg8Q9OSpWqdxT7sDvz7BMQcKRBK9544NSIS32k7F%2F0RSECTeqm6C%2Fxv197fyjYSyXFrroWYEUdpt7JtL8lLsrF5%2B%2BJPVVD02WlaNrZI2lBuNoIuQIA6FyW2WrWimfgBGf0czLm75EhiUA3YqfpvgoZk%2Bx3eZEiTcG7b6rhvuoDMEZEyS2SpQrkEQL1hHJvwVcNVd4JRAfjHwJeXbnU6mZaLN%2BXPYoRZyzlJrAQHLMVXD15eB%2FmSqz9%2BcPZ65phKgb8ciORmnf%2B82OqH9l6YII5ugOGfB4CYY%3D&nvMid=59440054535&catId=50001519
해외아이폰se 아이폰se1 공기계 모두의애플 se1 골드 WIFI 16GB,"116,500원","배송비16,500원",https://cr.shopping.naver.com/adcr?x=IL01EBY69hFbITGCrLcc2P%2F%2F%2Fw%3D%3DseYJNwRqKNu7UKqWTmpm%2FHKIoEWj2FPahmZppbmRQxQbxTAJR5s3V3RheLYZrm3hT8l53QMVebB2LEz%2Fj8O9mfGg6HabDTRx466CGciRiUnFBZuMfzSBinsMMtj7lqMfUEfgrM5HQzlTMQ9S1ZukRB54Qz6BmkUWnhlyhzEn3pxv5pu%2F3%2FpQ545OibOGRoXWVRL6iu0rN9ANYEXkZX8p%2BoSEm%2FeWMmjv1VUimPr%2BbdY5KCKYwNzOeTTvaftn6B5q7ri3UMVU2rBl19rigmU%2F%2FbAlIoSvKTA%2Ffvxn7nqCVPzyk6v2w9jBqMGR4TTsgYaQnlII%2ByYYqWVu3SSXxcjEJdGRdwIWgkf2V%2BGp49FpN3ToAKclSuw08RvIpVpcucZ4zz8uESQ7naY7OVlsD1EtRRVU7JDrSxJ3iSb5oVLPIDV2OgG8wFzKa0ntzRCXv%2BBJre4PQ%2BEyBF1eXg8Q9OSpWqdxT7sDvz7BMQcKRBK9544PZop7RkxYRJrfsFOPWbCI7fMRYoh5IvyAIaSjSa4hcBCN9J3VDaMNqZvIWzhXmv1PUt7Q%2BL%2BFmgNm75SETEpMqaKkWd0cDYUbRbxDJ97usr4SiBncLJK9JAOEaD4Sv6qWs4T9CSJOmSRZAp9wAcRFCweTrgQKi2Z%2FRjJHl9XHJbhmrU4rje1UYquUPY5o0yzqxChwsQYZrTCyV4dzakWStmCRc3bkATe4PgOqeTUK9Rwxxygzh6RqniDE1awzWEYNiE8ngq710uvHqLcIMMW%2BPy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=89679698641&catId=50000249
Apple 애플 아이폰 14 128GB 미개봉 새제품,"587,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=8Gpq71rO%2Fng5lJHOdhDzbP%2F%2F%2Fw%3D%3DsGr5vag%2BF93hd7kCJtyrcSmeP19EX6BAREaOGOnlMYhNyoYErd7Wx1dfdVO6hh7qVKp5DQVSpWn%2FSfa47wtY4BcKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojWepE%2BC3XPUi4bwe%2B6A28OZyc5HtxS5hSFJfUgnF%2F6MKz7xM%2FbRzMnUeox4iL%2BtiByaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF1y%2B2JDLvsLnZoC2AQByLsa0CJDJlVzUv6Hh7a9pJH55RKy3LoYl2rVajvOxbF9h7C54J8UO7LDGXdPU9Do8oyMXmq0wb8nQ9S1CNyVqQgAyG6HjbhpApAxIWDNh%2BqeuvPOY3Zl59jNNefyRb5L%2F1wGK98KaIZa4VBE0V5wqYGSTlL5lit6B2eXe%2BNXAwrOVCqQoF9qinDJPXbCsr3rbDZdVDcn730RNf8y0MSNUKFNzqhc%2Be64dvjtVLOvhQQ6Y9pjOjT2X30MU6jgEyoUkETviAHizvgGorWyz%2FHCPZlXR%2Bm0JRFeiw1x%2FCwL%2Fkjazz6lU1aWJgIZfYUk4vrgzVBljP6dW9yLfxWSG61BIA1%2BQxEKw%2FviVx7aVbNGf77KJxXngpWicsyr9AJo8gJSeYRSbelJiWpCQY2M84O2oNgyWLEKHCxBhmtMLJXh3NqRZK2QV0F11El%2BZHSGaROn0DBDXvg5frvKV0OydvF1LaFaQaRmKh22u51kimLnmnOm1FfLVWGr8fvvH1mWvUgXPK6j&nvMid=89878263762&catId=50001519
애플 아이폰16E 128G / iphone-16 E / SE4,"530,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=EgX0KojfAoSKgAYiqaTQCv%2F%2F%2Fw%3D%3Ds3LiiBffcFHLtnm6CZgaTYN6z161uhqG6td8%2Bs3jGxyIAjU5j3gjlMYsRq8%2BGHFpSdPdreZSI6ttqdS1JIvjLmzXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcViUIblkks2eyOgX%2BoRrcWw9o3nY7XhpnrMTEPxBahsZVWdw2WpgtT4qzFy1Pl2l9a9ET7et2EVoK3e%2FjN%2B1okdw2aTib2HZxYthgQwcsL0fNnsI%2FJ744xpxY0Atc8v6xR3Dgtggf2YVQlVfnSTNeSiybej91Uafv4EYqhsF0EZVm2HQqx2iZIerLllZcgkdqr334rL%2BbR36BhYe0R%2FrUmjgBSTS1sRv49oBHxm%2Bxq6HhGUNTRTVnIFv3hWsJ3mgdDrkATxskKyp%2FANJGu2h4z4H%2BUucnAxrsG3xHb9QOpCsLrP%2FHWJNTdAv%2B7XaYCj0pJdDn3T7lC055pjhsHWejT3RzWv6xn9uMkfZHbhephK1YwUGo9h4TfYisA33qGMn1ls%2B%2FM1g6t6v1a4CE2pIORDZW%2FIjW9MtPpZGsYX1MPHKbAK%2BFEp2ob85bpvvxlv70gctXkkt%2F2pdm501S3KIfBrlFskKx%2FEMfnUqcV0me4lEvilnQm6WJdxH4i53BX%2BE1mcsv5X9V%2F7DY9e6lwPw6vdRzNuIbZLzN0AjWZGakE2YZrWNLxRrWHCJoudYzHCivGsm8aMrhUaZKX14d%2FNQu4Sf2f9dzqwv4OuqBaMMGfSo7zp644WWpjEZbfG2bPvrGxDVCYCaeglF2rgr1u2OQIzQ%3D%3D&nvMid=56871423719&catId=50000246
해외아이폰SE1 올인원 풀박스 공기계 세컨폰 스페이스그레이 16GB 베이직,"86,000원","배송비9,000원",https://cr.shopping.naver.com/adcr?x=Nb85ufx%2Fk3VA4k%2B3phG3qf%2F%2F%2Fw%3D%3Ds6C917TExV857BqtXNh71HjboR2%2FJebjLWZfrU4WckDYAjU5j3gjlMYsRq8%2BGHFpSWRHPNwviqWTd6Cf1ZVoFrTXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcViUIblkks2eyOgX%2BoRrcWw9o3nY7XhpnrMTEPxBahsZVWdw2WpgtT4qzFy1Pl2l9ahNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpXlE7tyK3nj358HyZsVSz%2BxyeoSC92MdnpdksktV3sucADSTqYGbTeoaBA3waq3vZ5VXemfpmeX70wC2wQT5nyi5pxiwDZPU40LYzhHX%2FcRv96537jpg5Q%2FOe3OTGGsIgUtp8MSOMSyfG2b48Xtl8wS5adVVOd36sZSkwU%2FrusCgkSW0C4FHbgJHmvRSjyIjxaob%2B7UOGYmvDWlhr8XfERqmBxehVBQ1yVoxbl9xtY7lZ5X9DGIsGH1dXWrvCnsy2rx1xxA4e1MAEyklpHYiCAAKN3Wa7XKNeQZNoxPQ1qyPJHCYQVNLk1ucTY4Z7EtU4Xp78%2BG5tGNP1Cxn5u%2FlKJNG1Drl3WLoLeE34yTk8gr1XyxKQlFF%2BNNPXA%2BgtH3wP0wgMx97vr8XV65iC0sJR%2BxOCra6Y0gBEiOYtMiixrldmiUzod1udkyKm4isR%2FLZHr3p6laZdqRc5ntsSpsXty01y69t6PH%2FdMXa0ZDaLhKe%2Bn44rhmFLlLDI3JuJiKZY69aQPjg0BFSb2Dt6VVQtvYLhmdK2KT%2FNyaJGcPL2goBm9TZjqEQTAbFzUBl8432wvhVEAf6wwM5tqtSh0bB5Hx&nvMid=89304859650&catId=50000249
아이폰 15 128GB Apple 미개봉 새상품,"643,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=7wCtDPT3quFdNshad%2Btoef%2F%2F%2Fw%3D%3DsYrQs6KalJgFTbRMvwjZTn%2FdnWHmjRqznYbEwPzItoW0AjU5j3gjlMYsRq8%2BGHFpSrSgdgSZ9XCrU%2F%2B%2FH8xAz5zXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcViUIblkks2eyOgX%2BoRrcWw9o3nY7XhpnrMTEPxBahsZVWdw2WpgtT4qzFy1Pl2l9ahNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpU%2BVL60lv3C9v2T8H1I%2BVg7AZK7%2BLRXuEB1amd%2Bmegi1wDSTqYGbTeoaBA3waq3vZ5VXemfpmeX70wC2wQT5nyi5pxiwDZPU40LYzhHX%2FcRvwQPjhcJgyVhXLtlY6Nt92CoyhiQ8PY%2BwWfM6UIi6RE25adVVOd36sZSkwU%2FrusCgkSW0C4FHbgJHmvRSjyIjxaob%2B7UOGYmvDWlhr8XfERqmBxehVBQ1yVoxbl9xtY7lZ5X9DGIsGH1dXWrvCnsy2oiL9%2B04ejEGLxW0V2kN3dLXSjQk1B2uZwo6vs7PtmzxJHCYQVNLk1ucTY4Z7EtU4Vzi0YMRqqUgSwZjAk6s1gIJPYiV8JHdDfsPWUMkBx%2FwUnkj%2FRYmnP6KQzoPswD39OmjwIxvAfT8DQoEWg32q03vZ%2FCnsXQweJ1lW2fvh%2BrSlnwLNzAY5YMY58C28CMR9o7ZMUTDeE17Mm6SOq583aRfH3PvW%2FKoXslh%2BmGWxps9Vgn2QcFFhIoYlSOzM9ynk4dHI8FZtQVGFZJxOyBDKc%2B&nvMid=88646726618&catId=50000249
아이폰 에어 256GB [자급제],"최저1,431,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=35VZF0g%2BbA0xgndZrnuBs%2F%2F%2F%2Fw%3D%3DsxYKjy317ecb5D98dMSUlqtsogIJzFj8CJ%2BHgoyDp%2F1ZyoYErd7Wx1dfdVO6hh7qVmnYHYf2WTDnXcvZSm358BsKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojWepE%2BC3XPUi4bwe%2B6A28OZyc5HtxS5hSFJfUgnF%2F6MKz7xM%2FbRzMnUeox4iL%2BtiBhmeWtJmvw8M90EK%2Bzy5a114nEdwofithSFzlLG8az9CgxMQMkrUw3qRsdYcLeGg2Ik7uNvEAL%2BEcmclsT2kPbblIRP%2BZOH7CveIqcMav0VGhrlJb2QGQvUWr8W3ojpnmMWit%2FicZSA%2FCK%2Fne362WaoBsJjzV%2F3vl5Lmd9HbkUGI%2FzdYC%2FwYAihDQzAs9Z5v9g4cBmRYA6li21JA0MZMz4LNoujdiiNe5Aky91pn4j%2FKFvIJJK89HyB%2F1VSF9qpB8z06a5i2ttOqXZD2Ym%2FtufzQW2tmil%2BKwFmbgnP0tlTbSHZ2jovQrbtm%2FvnR95HArkVEzBTCDFwT1FHHcnBo2PUUH6d%2BdKOsqEJ%2FvwS9cPESbJ6flkRk2MUYrZl8lcqaSQ5NpxzD%2BGh1Qsf3DjaBN7i4ER8MhRnweNnMr5OeNjIl6jvySWdAuqdDBn5xzOS4ID%2FjIDOzBN6B6X%2Fn0TOvPNx%2BwoWYWVUXjBCrEQWJpAvgEopdn5vw51FM7toQF818ujFitzWGs8QMlvETLtFFBOr%2BGBoyQkiFtSLwcV09cBvfODnZS19CTzTxA7LOo1BwVoxOAkuxMuKmX1bKzjWglw4VsN%2FiAcjmtIwlTUFZwg6A%3D&nvMid=56665469844&catId=50001519
Apple 아이폰 17 Pro 자급제,"1,790,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=4S73OJTC7P2ox6Z4g9h2r%2F%2F%2F%2Fw%3D%3Ds%2F8%2F86AEw6EPAm3RTAvYHFX%2BtOKqzmsSHooj6BEmEp%2B5yoYErd7Wx1dfdVO6hh7qVPd1zfE1UL5T4tKB%2FslKQj8KdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojWepE%2BC3XPUi4bwe%2B6A28OZyc5HtxS5hSFJfUgnF%2F6MKz7xM%2FbRzMnUeox4iL%2BtiB49gWwo4YAEWGPlnOMWQUB4qPKnSzTV71gbnTAjWaxQ8Em5iFiaDShHvdt27N4KYR5hty6POe4eOs20aB8Gc40knXSW7UBfWt9bbPh9vSFXnhP4SvIFreXiJwESfVtkW3STqVRQd5ne%2Bvouh03qRpQjp8RR%2FmA7EXoFjaIRLBQ6NnBp0CZbe%2FMqaW0KWdBg8GJhS5dmARgxIF9Xqb7UhI5k5b35ddtoEpJzAjdaX4YY7L%2Fowdnq7%2Fmfq67OVRzok0S5SJNLgIdS1XFCtZ5GETGJxMy2vjtY5WwhoDA12W9EqzXySkQmkxRhkc3EbjULLPDG4evy%2BM13j64UYOnhTyGUWrQYdwQNgfl5kLUrYkI%2Fl8igSuVEYwQPUKBRz%2F2EN2%2BQaZNgYJHHKeII8hfQtwaU87cyhA9arDk8UyxtT4F3tDr2E5BDsg4P5KR5WuQMPyChqCAWWGBKTztZ1T%2Bow1qszWXB9DLtKtEf8SyGaf8R3NQVU%2Fmy4Iez%2BgzlNKoQSiswnw1ZBxo1IYW2sEnlKGAlXus3X3%2FUSQ0JAYUgqBQd791HD%2BAp%2FhWXOJJvLOCmuAKYTOF5KsHq%2BigGAc1pAeZ73jcMaKlLPZ%2BXEC8hJ6LicM215aqBTtDphr91%2FD%2BzOqgxueeJCXzxPklKfbVJtZEwau4fTwOUqyF63FjwpQRls%3D&nvMid=57160310198&catId=50001519
Apple 정품 아이폰 15 자급제,"1,090,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=x463T1EAlAD9xr6ShdOFpP%2F%2F%2Fw%3D%3DsiFLyhZAr9XuOBLZpJ%2FaAqjA2tp9OQBGAnlr95wcv4nXxTAJR5s3V3RheLYZrm3hTyOoXrkTi1nwMifU8FLpLu2g6HabDTRx466CGciRiUnFBZuMfzSBinsMMtj7lqMfUEfgrM5HQzlTMQ9S1ZukRB54Qz6BmkUWnhlyhzEn3pxv5pu%2F3%2FpQ545OibOGRoXWVHNZtQ%2FiGx%2BQOIyH96Kmut2E6W4nW1ZBCJdFOCy3XN8xCTlZD3bGYF8fReZaUF6ytOwOj%2BMdELPS7F7AFClI6J2LfSilXe%2FnU1hHagnqZPm5jOFxbNR33q6a1PjxL44GIhf5JcafHPKeX%2FqH8o5V%2F5yD7lC7V%2FsnC6uR9v48dKkqFQG7NGYp4ubCFp%2BKzIXf7RKc1J%2BpTBA24RhEmRM%2BTkkR%2FC1cjkFQXUDY8a5awQ4HDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqoaCmTZhGIxDErYaDWaIX%2F6FBqlYsZUWsJTnzT9yWjaXK98KaIZa4VBE0V5wqYGSTlL5lit6B2eXe%2BNXAwrOVCqQoF9qinDJPXbCsr3rbDZdVDcn730RNf8y0MSNUKFNzqhc%2Be64dvjtVLOvhQQ6Y9qM50ACO8o8%2FWWv4zeeysC7Q0l8iqbvQ1O2EpR3yjFHzxJrLmIi7JDv1JF5lP3D3EHtEy4YMzlA7Fpzun4tGuCit%2FaFy%2B3sF%2FfRnjPe25Eg%2Fkz%2BIiTy56Pout0ublT1yewPSsKPLY0adAVzlDEgd7V2NiFgIp6Q8IO9tMwX%2FAlClz21tJE2yg9JiNWG%2FO2cPfORd0Xmft2MsnwUWVnxAklNWCfZBwUWEihiVI7Mz3KeTh0cjwVm1BUYVknE7IEMpz4%3D&nvMid=50864833884&catId=50001519
Apple 정품 아이폰 15 Pro 자급제  화이트티타늄  256GB,"1,248,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=broiFye7gjPdBUozmtNYC%2F%2F%2F%2Fw%3D%3Dstmcrt12vJDUfF843VoEGMYNbg5bIrxgIWPzl2Ol6MxIAjU5j3gjlMYsRq8%2BGHFpSAHBaUusZG2zbXGeRKf%2B6TTXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcViUIblkks2eyOgX%2BoRrcWw9o3nY7XhpnrMTEPxBahsZVWdw2WpgtT4qzFy1Pl2l9a6InUdgRJ2eKXcsL2jyhcXKQfvg83DEGAmQ8NhqAZnU%2BvNhfMVwv5qRsd8T6jCZuzxHQufJ%2BQnN2Uoaz7k5TUn%2BqmDd0iKQnUpATolOvIkRHCtJ7JAXYn%2F4KMtlBnDzwHEYUv%2F6pSdxd8YyBpTC2eApZ6SzFy%2F9g3lwMWncKMgK4Hu1JHRhl8Hlz17ULLnnGW5lZVDDORlPZQoSGHBJsdfdOeDE59JCWpmiRIGy4HJplD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKYdcT7M5a7N3VQzXiASoZpG9Np04Wt1KHRUB7aIeHaOx6nYt0P5vFdgOY0ddt5wMGUscO07O7hbk0nPyZPuLaytOF0C4%2B7JZ%2BzGVaUcAVv7DfWfzlV1IppQekYQquHtITC0X2snQ83bzMJk23qq9DTzM1c4nPSV4DOTxXGpCfL44sbGKzIPZJhdJ5OFGE527fJwQPibd4OA%2Fd68Roc91pATaalnFdve9Ze56%2FUfv9m%2BcHq0NhAmV4JrGkvkarW9XGGbremZ4%2FfEgIoouil9jWx5MVRM77HEUWCva%2BwryBZDk%2FSD7IJYoUt064RODGgv2oDTmp5OSOlGTQM%2FZRhDVoA6jrgWQ%2F0JBsjHud4pzo5y1%2FL%2FI83F8zFlRxuRwBydIA5LrIlAnIZZ3AYbF5mrEMwEh9PcH3dk3hY1vIQT1MSV2gqgOvq6z5EpEI5N2xav1Mg%3D%3D&nvMid=59448928090&catId=50001519
Apple 아이폰 13 미니 256GB,"239,250원",배송비무료,https://cr.shopping.naver.com/adcr?x=exgotzVOck1Gi2F8VmV8eP%2F%2F%2Fw%3D%3Dsx6nP6Z1561Y4WUd89X6XbPjMwzKTPS8B39jG%2BSq1RDnxTAJR5s3V3RheLYZrm3hTzPD1zkJermcvsMKJzim5PWg6HabDTRx466CGciRiUnFBZuMfzSBinsMMtj7lqMfUEfgrM5HQzlTMQ9S1ZukRB54Qz6BmkUWnhlyhzEn3pxv5pu%2F3%2FpQ545OibOGRoXWVf2MG9AXvwvuLumcvgXVmMw1oujzl7odrvtpDhD%2BnuxIKreIqouP5FZPeQtUxfxNdcfaOcFHDLN5ZBvl05RdsC8y%2FJs%2Fn%2BCR%2B9OfNIlSGfxWQN3%2B%2BQWl%2F5ax09RZvoCKnMWit%2FicZSA%2FCK%2Fne362WaoBsJjzV%2F3vl5Lmd9HbkUGI%2FzdYC%2FwYAihDQzAs9Z5v9BmXjFXZNWMYKuNhap5803ZLeHnG6aMcNxsMW0%2FXy9GKDNEZAypcFY1Z5QAtH0i5K54C533N0H68SMs6hx0dI24%2F%2F7nCRKJgJtFkLtp9JOiMeXiON%2B3qlEULS%2BvHS28%2B70xD6xqBj1iSvdO8bQ6kXiBZ1PUv6QVrWL9ut91Iny3mhaurlTdS9Rsf%2FQB4bACkUxnOKzEe7IQNs9tYyaH5Vg1sCXnT5UXlCQtowxOY74348KWTArnkIO8iyQeudTkBmxUbt%2B74GhMayLtY9XE1ZCL6F5atfr%2FrwDEAmaSW9Gu8aIbT4wPT2RVq4kndhIVrUeb%2Ba40dZsUYBfZa%2FbG6pZZddyTV21lej7EaRAfAolkXLVWGr8fvvH1mWvUgXPK6j&nvMid=59537190949&catId=50001519
